model,activity,score
BAAI/AltCLIP,applying_nail_polish,0.7619047619047619
BAAI/AltCLIP,carving_the_turkey,1.0
BAAI/AltCLIP,crafting_homemade_gifts,1.0
BAAI/AltCLIP,doing_pilates,0.9473684210526315
BAAI/AltCLIP,handling_barbecue_equipment,1.0
BAAI/AltCLIP,participating_in_american_football,1.0
BAAI/AltCLIP,performing_physical_repairs,0.95
BAAI/AltCLIP,playing_poker,1.0
BAAI/AltCLIP,preparing_harbel_teas,0.7083333333333334
BAAI/AltCLIP,shaving_facial_hair,0.8947368421052632
BAAI/AltCLIP,tying_a_childs_hair_into_a_ponytail,0.9285714285714286
BAAI/AltCLIP,unclogging_drains_or_fixing_leaks,0.95
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,0.7142857142857143
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,1.0
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,0.9523809523809523
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,0.9473684210526315
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,1.0
EVA01-g-14 laion400m_s11b_b41k,participating_in_american_football,1.0
EVA01-g-14 laion400m_s11b_b41k,performing_physical_repairs,1.0
EVA01-g-14 laion400m_s11b_b41k,playing_poker,1.0
EVA01-g-14 laion400m_s11b_b41k,preparing_harbel_teas,0.4583333333333333
EVA01-g-14 laion400m_s11b_b41k,shaving_facial_hair,0.7368421052631579
EVA01-g-14 laion400m_s11b_b41k,tying_a_childs_hair_into_a_ponytail,0.7142857142857143
EVA01-g-14 laion400m_s11b_b41k,unclogging_drains_or_fixing_leaks,0.9
EVA01-g-14-plus merged2b_s11b_b114k,applying_nail_polish,0.6190476190476191
EVA01-g-14-plus merged2b_s11b_b114k,carving_the_turkey,1.0
EVA01-g-14-plus merged2b_s11b_b114k,crafting_homemade_gifts,0.9523809523809523
EVA01-g-14-plus merged2b_s11b_b114k,doing_pilates,0.9473684210526315
EVA01-g-14-plus merged2b_s11b_b114k,handling_barbecue_equipment,1.0
EVA01-g-14-plus merged2b_s11b_b114k,participating_in_american_football,1.0
EVA01-g-14-plus merged2b_s11b_b114k,performing_physical_repairs,1.0
EVA01-g-14-plus merged2b_s11b_b114k,playing_poker,1.0
EVA01-g-14-plus merged2b_s11b_b114k,preparing_harbel_teas,0.4583333333333333
EVA01-g-14-plus merged2b_s11b_b114k,shaving_facial_hair,0.7894736842105263
EVA01-g-14-plus merged2b_s11b_b114k,tying_a_childs_hair_into_a_ponytail,0.7857142857142857
EVA01-g-14-plus merged2b_s11b_b114k,unclogging_drains_or_fixing_leaks,0.85
EVA02-B-16 merged2b_s8b_b131k,applying_nail_polish,0.8571428571428571
EVA02-B-16 merged2b_s8b_b131k,carving_the_turkey,1.0
EVA02-B-16 merged2b_s8b_b131k,crafting_homemade_gifts,1.0
EVA02-B-16 merged2b_s8b_b131k,doing_pilates,1.0
EVA02-B-16 merged2b_s8b_b131k,handling_barbecue_equipment,1.0
EVA02-B-16 merged2b_s8b_b131k,participating_in_american_football,0.8947368421052632
EVA02-B-16 merged2b_s8b_b131k,performing_physical_repairs,0.95
EVA02-B-16 merged2b_s8b_b131k,playing_poker,1.0
EVA02-B-16 merged2b_s8b_b131k,preparing_harbel_teas,0.625
EVA02-B-16 merged2b_s8b_b131k,shaving_facial_hair,0.631578947368421
EVA02-B-16 merged2b_s8b_b131k,tying_a_childs_hair_into_a_ponytail,0.5714285714285714
EVA02-B-16 merged2b_s8b_b131k,unclogging_drains_or_fixing_leaks,0.85
EVA02-L-14 merged2b_s4b_b131k,applying_nail_polish,0.7619047619047619
EVA02-L-14 merged2b_s4b_b131k,carving_the_turkey,1.0
EVA02-L-14 merged2b_s4b_b131k,crafting_homemade_gifts,0.9523809523809523
EVA02-L-14 merged2b_s4b_b131k,doing_pilates,0.9473684210526315
EVA02-L-14 merged2b_s4b_b131k,handling_barbecue_equipment,0.96
EVA02-L-14 merged2b_s4b_b131k,participating_in_american_football,1.0
EVA02-L-14 merged2b_s4b_b131k,performing_physical_repairs,1.0
EVA02-L-14 merged2b_s4b_b131k,playing_poker,1.0
EVA02-L-14 merged2b_s4b_b131k,preparing_harbel_teas,0.625
EVA02-L-14 merged2b_s4b_b131k,shaving_facial_hair,0.7894736842105263
EVA02-L-14 merged2b_s4b_b131k,tying_a_childs_hair_into_a_ponytail,0.6428571428571429
EVA02-L-14 merged2b_s4b_b131k,unclogging_drains_or_fixing_leaks,1.0
EVA02-L-14-336 merged2b_s6b_b61k,applying_nail_polish,0.9047619047619048
EVA02-L-14-336 merged2b_s6b_b61k,carving_the_turkey,1.0
EVA02-L-14-336 merged2b_s6b_b61k,crafting_homemade_gifts,0.9523809523809523
EVA02-L-14-336 merged2b_s6b_b61k,doing_pilates,0.9473684210526315
EVA02-L-14-336 merged2b_s6b_b61k,handling_barbecue_equipment,0.96
EVA02-L-14-336 merged2b_s6b_b61k,participating_in_american_football,1.0
EVA02-L-14-336 merged2b_s6b_b61k,performing_physical_repairs,1.0
EVA02-L-14-336 merged2b_s6b_b61k,playing_poker,1.0
EVA02-L-14-336 merged2b_s6b_b61k,preparing_harbel_teas,0.7083333333333334
EVA02-L-14-336 merged2b_s6b_b61k,shaving_facial_hair,0.8421052631578947
EVA02-L-14-336 merged2b_s6b_b61k,tying_a_childs_hair_into_a_ponytail,0.5714285714285714
EVA02-L-14-336 merged2b_s6b_b61k,unclogging_drains_or_fixing_leaks,0.95
RN50x64 openai,applying_nail_polish,0.9047619047619048
RN50x64 openai,carving_the_turkey,0.9444444444444444
RN50x64 openai,crafting_homemade_gifts,1.0
