model,activity,score
BAAI/AltCLIP,applying_nail_polish,0.38095238095238093
BAAI/AltCLIP,carving_the_turkey,0.4444444444444444
BAAI/AltCLIP,crafting_homemade_gifts,0.8095238095238095
BAAI/AltCLIP,doing_pilates,0.7368421052631579
BAAI/AltCLIP,handling_barbecue_equipment,0.4
BAAI/AltCLIP,participating_in_american_football,0.5263157894736842
BAAI/AltCLIP,performing_physical_repairs,0.35
BAAI/AltCLIP,playing_poker,0.05263157894736842
BAAI/AltCLIP,preparing_harbel_teas,0.25
BAAI/AltCLIP,shaving_facial_hair,0.15789473684210525
BAAI/AltCLIP,tying_a_childs_hair_into_a_ponytail,0.5
BAAI/AltCLIP,unclogging_drains_or_fixing_leaks,0.6
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,0.5238095238095238
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,0.4444444444444444
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,0.8095238095238095
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,0.8421052631578947
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,0.44
EVA01-g-14 laion400m_s11b_b41k,participating_in_american_football,0.3684210526315789
EVA01-g-14 laion400m_s11b_b41k,performing_physical_repairs,0.3
EVA01-g-14 laion400m_s11b_b41k,playing_poker,0.3684210526315789
EVA01-g-14 laion400m_s11b_b41k,preparing_harbel_teas,0.2916666666666667
EVA01-g-14 laion400m_s11b_b41k,shaving_facial_hair,0.15789473684210525
EVA01-g-14 laion400m_s11b_b41k,tying_a_childs_hair_into_a_ponytail,0.14285714285714285
EVA01-g-14 laion400m_s11b_b41k,unclogging_drains_or_fixing_leaks,0.45
EVA01-g-14-plus merged2b_s11b_b114k,applying_nail_polish,0.5714285714285714
EVA01-g-14-plus merged2b_s11b_b114k,carving_the_turkey,0.6111111111111112
EVA01-g-14-plus merged2b_s11b_b114k,crafting_homemade_gifts,0.8095238095238095
EVA01-g-14-plus merged2b_s11b_b114k,doing_pilates,0.8421052631578947
EVA01-g-14-plus merged2b_s11b_b114k,handling_barbecue_equipment,0.28
EVA01-g-14-plus merged2b_s11b_b114k,participating_in_american_football,0.21052631578947367
EVA01-g-14-plus merged2b_s11b_b114k,performing_physical_repairs,0.35
EVA01-g-14-plus merged2b_s11b_b114k,playing_poker,0.21052631578947367
EVA01-g-14-plus merged2b_s11b_b114k,preparing_harbel_teas,0.20833333333333334
EVA01-g-14-plus merged2b_s11b_b114k,shaving_facial_hair,0.10526315789473684
EVA01-g-14-plus merged2b_s11b_b114k,tying_a_childs_hair_into_a_ponytail,0.14285714285714285
EVA01-g-14-plus merged2b_s11b_b114k,unclogging_drains_or_fixing_leaks,0.45
EVA02-B-16 merged2b_s8b_b131k,applying_nail_polish,0.6666666666666666
EVA02-B-16 merged2b_s8b_b131k,carving_the_turkey,0.7777777777777778
EVA02-B-16 merged2b_s8b_b131k,crafting_homemade_gifts,0.8095238095238095
EVA02-B-16 merged2b_s8b_b131k,doing_pilates,1.0
EVA02-B-16 merged2b_s8b_b131k,handling_barbecue_equipment,0.48
EVA02-B-16 merged2b_s8b_b131k,participating_in_american_football,0.3157894736842105
EVA02-B-16 merged2b_s8b_b131k,performing_physical_repairs,0.3
EVA02-B-16 merged2b_s8b_b131k,playing_poker,0.21052631578947367
EVA02-B-16 merged2b_s8b_b131k,preparing_harbel_teas,0.16666666666666666
EVA02-B-16 merged2b_s8b_b131k,shaving_facial_hair,0.0
EVA02-B-16 merged2b_s8b_b131k,tying_a_childs_hair_into_a_ponytail,0.2857142857142857
