model,activity,score
BAAI/AltCLIP,Baking Bread,0.9696969696969697
BAAI/AltCLIP,Beading Earrings,0.8787878787878788
BAAI/AltCLIP,Catching Fish,0.9722222222222222
BAAI/AltCLIP,Choosing Dress,0.8928571428571429
BAAI/AltCLIP,Climbing Tree,0.9259259259259259
BAAI/AltCLIP,Drinking Beer,0.967741935483871
BAAI/AltCLIP,Holding Baby,1.0
BAAI/AltCLIP,Holding Gun,0.96875
BAAI/AltCLIP,Leading Team,0.9354838709677419
BAAI/AltCLIP,Picking Flower,1.0
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,1.0
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,0.8787878787878788
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,1.0
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,0.8571428571428571
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,0.9259259259259259
EVA01-g-14 laion400m_s11b_b41k,Drinking Beer,0.967741935483871
EVA01-g-14 laion400m_s11b_b41k,Holding Baby,1.0
EVA01-g-14 laion400m_s11b_b41k,Holding Gun,0.90625
EVA01-g-14 laion400m_s11b_b41k,Leading Team,0.8709677419354839
EVA01-g-14 laion400m_s11b_b41k,Picking Flower,0.967741935483871
EVA02-L-14 merged2b_s4b_b131k,Baking Bread,1.0
EVA02-L-14 merged2b_s4b_b131k,Beading Earrings,0.8181818181818182
EVA02-L-14 merged2b_s4b_b131k,Catching Fish,0.9722222222222222
EVA02-L-14 merged2b_s4b_b131k,Choosing Dress,0.8928571428571429
EVA02-L-14 merged2b_s4b_b131k,Climbing Tree,1.0
EVA02-L-14 merged2b_s4b_b131k,Drinking Beer,0.9354838709677419
EVA02-L-14 merged2b_s4b_b131k,Holding Baby,1.0
EVA02-L-14 merged2b_s4b_b131k,Holding Gun,0.9375
EVA02-L-14 merged2b_s4b_b131k,Leading Team,0.8709677419354839
EVA02-L-14 merged2b_s4b_b131k,Picking Flower,1.0
RN50x64 openai,Baking Bread,0.9393939393939394
RN50x64 openai,Beading Earrings,0.8181818181818182
RN50x64 openai,Catching Fish,0.9166666666666666
RN50x64 openai,Choosing Dress,0.9642857142857143
RN50x64 openai,Climbing Tree,0.9629629629629629
RN50x64 openai,Drinking Beer,0.967741935483871
RN50x64 openai,Holding Baby,1.0
RN50x64 openai,Holding Gun,0.875
RN50x64 openai,Leading Team,0.9032258064516129
RN50x64 openai,Picking Flower,0.9354838709677419
ViT-B-16 openai,Baking Bread,0.9090909090909091
ViT-B-16 openai,Beading Earrings,0.8181818181818182
ViT-B-16 openai,Catching Fish,1.0
ViT-B-16 openai,Choosing Dress,0.8928571428571429
ViT-B-16 openai,Climbing Tree,1.0
ViT-B-16 openai,Drinking Beer,0.7741935483870968
ViT-B-16 openai,Holding Baby,1.0
ViT-B-16 openai,Holding Gun,0.96875
