model,activity,score
BAAI/AltCLIP,Baking Bread,0.9393939393939394
BAAI/AltCLIP,Beading Earrings,0.8181818181818182
BAAI/AltCLIP,Catching Fish,1.0
BAAI/AltCLIP,Choosing Dress,0.8571428571428571
BAAI/AltCLIP,Climbing Tree,1.0
BAAI/AltCLIP,Drinking Beer,0.9354838709677419
BAAI/AltCLIP,Holding Baby,0.9032258064516129
BAAI/AltCLIP,Holding Gun,1.0
BAAI/AltCLIP,Leading Team,0.967741935483871
BAAI/AltCLIP,Picking Flower,1.0
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,0.9696969696969697
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,0.8787878787878788
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,0.9722222222222222
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,1.0
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,0.7777777777777778
EVA01-g-14 laion400m_s11b_b41k,Drinking Beer,0.9354838709677419
EVA01-g-14 laion400m_s11b_b41k,Holding Baby,1.0
EVA01-g-14 laion400m_s11b_b41k,Holding Gun,0.96875
EVA01-g-14 laion400m_s11b_b41k,Leading Team,0.9032258064516129
EVA01-g-14 laion400m_s11b_b41k,Picking Flower,0.967741935483871
EVA02-L-14 merged2b_s4b_b131k,Baking Bread,0.9393939393939394
EVA02-L-14 merged2b_s4b_b131k,Beading Earrings,0.9696969696969697
EVA02-L-14 merged2b_s4b_b131k,Catching Fish,0.9722222222222222
EVA02-L-14 merged2b_s4b_b131k,Choosing Dress,0.9642857142857143
EVA02-L-14 merged2b_s4b_b131k,Climbing Tree,0.8518518518518519
EVA02-L-14 merged2b_s4b_b131k,Drinking Beer,0.967741935483871
EVA02-L-14 merged2b_s4b_b131k,Holding Baby,0.9354838709677419
EVA02-L-14 merged2b_s4b_b131k,Holding Gun,0.96875
EVA02-L-14 merged2b_s4b_b131k,Leading Team,0.8387096774193549
EVA02-L-14 merged2b_s4b_b131k,Picking Flower,0.7741935483870968
RN50x64 openai,Baking Bread,0.9696969696969697
RN50x64 openai,Beading Earrings,0.7878787878787878
RN50x64 openai,Catching Fish,1.0
RN50x64 openai,Choosing Dress,0.9642857142857143
RN50x64 openai,Climbing Tree,1.0
RN50x64 openai,Drinking Beer,1.0
RN50x64 openai,Holding Baby,0.9032258064516129
RN50x64 openai,Holding Gun,1.0
RN50x64 openai,Leading Team,0.8709677419354839
RN50x64 openai,Picking Flower,0.8709677419354839
ViT-B-16 openai,Baking Bread,0.9393939393939394
ViT-B-16 openai,Beading Earrings,0.696969696969697
ViT-B-16 openai,Catching Fish,0.9166666666666666
ViT-B-16 openai,Choosing Dress,0.8214285714285714
ViT-B-16 openai,Climbing Tree,0.8888888888888888
ViT-B-16 openai,Drinking Beer,0.9032258064516129
ViT-B-16 openai,Holding Baby,0.8709677419354839
ViT-B-16 openai,Holding Gun,0.96875
ViT-B-16 openai,Leading Team,0.8709677419354839
ViT-B-16 openai,Picking Flower,0.967741935483871
ViT-B-32 openai,Baking Bread,0.8181818181818182
ViT-B-32 openai,Beading Earrings,0.696969696969697
ViT-B-32 openai,Catching Fish,0.8611111111111112
ViT-B-32 openai,Choosing Dress,0.8214285714285714
ViT-B-32 openai,Climbing Tree,0.8518518518518519
