model,activity,score
BAAI/AltCLIP,baking bread,0.7647058823529411
BAAI/AltCLIP,beading earrings,0.6363636363636364
BAAI/AltCLIP,catching fish,0.5
BAAI/AltCLIP,choosing dress,0.8181818181818182
BAAI/AltCLIP,climbing tree,0.0
BAAI/AltCLIP,drinking beer,0.18181818181818182
BAAI/AltCLIP,holding baby,0.5454545454545454
BAAI/AltCLIP,holding gun,0.6
BAAI/AltCLIP,leading team,0.36363636363636365
BAAI/AltCLIP,picking flower,0.5384615384615384
EVA01-g-14 laion400m_s11b_b41k,baking bread,0.7647058823529411
EVA01-g-14 laion400m_s11b_b41k,beading earrings,0.9090909090909091
EVA01-g-14 laion400m_s11b_b41k,catching fish,0.4166666666666667
EVA01-g-14 laion400m_s11b_b41k,choosing dress,0.9090909090909091
EVA01-g-14 laion400m_s11b_b41k,climbing tree,0.07692307692307693
EVA01-g-14 laion400m_s11b_b41k,drinking beer,0.45454545454545453
EVA01-g-14 laion400m_s11b_b41k,holding baby,0.2727272727272727
EVA01-g-14 laion400m_s11b_b41k,holding gun,0.6
EVA01-g-14 laion400m_s11b_b41k,leading team,0.2727272727272727
EVA01-g-14 laion400m_s11b_b41k,picking flower,0.23076923076923078
EVA01-g-14-plus merged2b_s11b_b114k,baking bread,0.4117647058823529
EVA01-g-14-plus merged2b_s11b_b114k,beading earrings,0.8181818181818182
EVA01-g-14-plus merged2b_s11b_b114k,catching fish,0.16666666666666666
EVA01-g-14-plus merged2b_s11b_b114k,choosing dress,0.9090909090909091
EVA01-g-14-plus merged2b_s11b_b114k,climbing tree,0.0
EVA01-g-14-plus merged2b_s11b_b114k,drinking beer,0.6363636363636364
EVA01-g-14-plus merged2b_s11b_b114k,holding baby,0.6363636363636364
EVA01-g-14-plus merged2b_s11b_b114k,holding gun,0.7
EVA01-g-14-plus merged2b_s11b_b114k,leading team,0.45454545454545453
EVA01-g-14-plus merged2b_s11b_b114k,picking flower,0.38461538461538464
EVA02-B-16 merged2b_s8b_b131k,baking bread,0.8235294117647058
EVA02-B-16 merged2b_s8b_b131k,beading earrings,0.8181818181818182
EVA02-B-16 merged2b_s8b_b131k,catching fish,0.3333333333333333
EVA02-B-16 merged2b_s8b_b131k,choosing dress,0.8181818181818182
EVA02-B-16 merged2b_s8b_b131k,climbing tree,0.38461538461538464
EVA02-B-16 merged2b_s8b_b131k,drinking beer,0.45454545454545453
EVA02-B-16 merged2b_s8b_b131k,holding baby,0.6363636363636364
EVA02-B-16 merged2b_s8b_b131k,holding gun,0.4
EVA02-B-16 merged2b_s8b_b131k,leading team,0.6363636363636364
EVA02-B-16 merged2b_s8b_b131k,picking flower,0.46153846153846156
EVA02-L-14 merged2b_s4b_b131k,baking bread,0.4117647058823529
EVA02-L-14 merged2b_s4b_b131k,beading earrings,0.9090909090909091
EVA02-L-14 merged2b_s4b_b131k,catching fish,0.16666666666666666
EVA02-L-14 merged2b_s4b_b131k,choosing dress,0.9090909090909091
EVA02-L-14 merged2b_s4b_b131k,climbing tree,0.0
EVA02-L-14 merged2b_s4b_b131k,drinking beer,0.2727272727272727
EVA02-L-14 merged2b_s4b_b131k,holding baby,0.5454545454545454
EVA02-L-14 merged2b_s4b_b131k,holding gun,0.3
EVA02-L-14 merged2b_s4b_b131k,leading team,0.36363636363636365
EVA02-L-14 merged2b_s4b_b131k,picking flower,0.3076923076923077
EVA02-L-14-336 merged2b_s6b_b61k,baking bread,0.35294117647058826
EVA02-L-14-336 merged2b_s6b_b61k,beading earrings,0.9090909090909091
EVA02-L-14-336 merged2b_s6b_b61k,catching fish,0.25
EVA02-L-14-336 merged2b_s6b_b61k,choosing dress,0.9090909090909091
